# gene_name         0h    12h    24h    48h    96h 
DENND6A            8.6    5.6    3.0    0.8    0.0 
SLMAP             10.1    4.7    1.6    0.2    0.0 
FLNB             118.9  120.7  101.3   74.8   22.3 
DNASE1L3           5.7    5.1    3.5    1.7    0.2 
ABHD6             54.5   78.9  103.0  133.4  139.1 
RPP14             23.3   32.9   43.8   57.9   61.7 
RP11-80H18.3      11.6    8.4    5.4    1.7    0.1 
PXK              115.3  204.8  263.7  384.8  603.9 
PDHB              54.5   26.2   12.0    2.1    0.0 
KCTD6             78.7   62.1   51.2   25.1    3.9 
ACOX2             11.2    5.1    2.0    0.3    0.0 
FAM107A           52.2   84.7  133.0  259.5  601.1 
FAM3D            109.0  141.7  180.5  303.7  340.3 
C3orf67            3.6    1.3    0.5    0.1    0.0 
FHIT              51.0   55.5   51.5   46.7   15.8 
PTPRG             38.6   42.3   41.1   31.4    9.8 
C3orf14            8.5    8.6    7.7    4.8    1.4 
FEZF2             14.6    9.1    6.1    1.7    0.1 
CADPS              8.7    4.5    2.4    0.4    0.0 
SYNPR             15.3   11.0    7.9    2.7    0.2 
SNTN             170.8  194.7  190.1  152.1   53.1 
C3orf49           45.5   50.5   53.3   39.0   13.6 
THOC7             14.0    5.2    1.9    0.2    0.0 
ATXN7            239.8  269.4  221.1  169.4   60.5 
PSMD6            258.9  434.5  632.9 1492.6 3101.2 
PRICKLE2          52.0   59.8   67.3   59.4   31.5 
ADAMTS9            4.9    3.9    3.0    1.1    0.1 
MAGI1             47.7   24.7   11.1    1.3    0.0 
SLC25A26          11.8   10.1    7.4    2.8    0.3 
LRIG1             54.6   60.7   67.8   55.6   25.3 
KBTBD8            92.5   90.6   67.9   38.9    6.6 
SUCLG2            33.1   29.6   25.8   16.6    3.8 
FAM19A1            6.9    3.7    2.1    0.5    0.0 
FAM19A4           24.7   25.3   23.6   17.3    6.3 
EOGT              25.4   33.1   35.7   35.2   22.5 
TMF1              50.6   26.6   14.5    3.0    0.1 
UBA3              10.6   16.6   21.8   33.7   37.2 
ARL6IP5           17.7   22.8   21.9   16.5    7.1 
LMOD3             10.8    7.9    4.4    1.2    0.1 
FRMD4B            10.9    7.9    5.0    1.8    0.2 
MITF              73.6   44.6   26.6    6.1    0.2 
RP11-231I13.2     13.7    5.1    2.2    0.2    0.0 
FOXP1              3.9    3.6    4.4    3.0    1.0 
EIF4E3            15.9   15.6   14.0    9.2    2.2 
GPR27             56.6   46.6   32.2   11.0    0.9 
PROK2             43.0   48.2   55.1   50.5   26.0 
RYBP             108.0   65.7   33.1    7.0    0.2 
SHQ1              41.9   27.4   19.4    5.3    0.3 
GXYLT2            45.5   49.1   31.2   16.5    2.4 
PPP4R2             6.3    1.0    0.1    0.0    0.0 
EBLN2              5.3    1.5    0.4    0.0    0.0 
PDZRN3            54.9   47.9   37.7   18.1    2.6 
CNTN3             17.6   14.3   10.5    4.5    0.5 
FRG2C              1.9    0.7    0.2    0.0    0.0 
ZNF717           100.2   78.9   61.7   28.7    3.6 
ROBO2             11.2   13.3   12.7   10.8    4.7 
ROBO1             24.9   22.9   16.3    7.6    1.0 
GBE1              26.2   18.7   13.5    4.9    0.4 
CADM2             17.9   11.9    7.3    2.3    0.1 
VGLL3             58.9   19.1    5.3    0.4    0.0 
CHMP2B             3.4    0.2    0.0    0.0    0.0 
POU1F1           107.8  127.7  149.2  142.7   91.4 
HTR1F              7.6    1.8    0.5    0.0    0.0 
CGGBP1            11.3    3.3    0.9    0.0    0.0 
ZNF654            11.0    7.8    5.6    2.5    0.2 
C3orf38           25.6   28.2   32.3   27.7   13.4 
RP11-249L12.1      4.2    2.7    2.3    0.8    0.1 
EPHA3             30.6   35.5   39.4   31.9   14.3 
PROS1             37.4   12.3    3.8    0.2    0.0 
ARL13B            12.9    9.2    5.8    1.8    0.1 
STX19             48.5   79.3  118.5  156.5  235.1 
DHFRL1            19.1   18.4   15.7    9.5    2.1 
NSUN3             74.1   86.1   81.8   54.0   14.1 
MTRNR2L12          6.4    2.1    0.6    0.0    0.0 
EPHA6             59.0   24.4    8.3    0.8    0.0 
ARL6              20.7   15.1   10.7    3.7    0.2 
CRYBG3            18.9   16.7   13.4    6.0    0.9 
MINA              30.2   16.7    7.6    1.3    0.0 
GABRR3            12.0    1.9    0.3    0.0    0.0 
OR5AC2            53.7   73.9   86.7   97.8   76.7 
OR5H1             66.2   57.7   47.5   23.3    3.3 
OR5H14            19.4   18.2   19.5   12.3    3.6 
OR5H15             8.0    3.4    1.4    0.2    0.0 
OR5H6             71.7   82.7   88.9   65.3   23.8 
OR5H2              3.8    2.5    1.7    0.4    0.0 
OR5K4             11.8    9.9    6.1    2.2    0.2 
OR5K3              8.1    2.2    0.5    0.0    0.0 
OR5K1             27.5   12.6    6.0    0.9    0.0 
OR5K2              4.9    1.4    0.4    0.0    0.0 
CLDND1            21.1   26.4   24.7   22.2    9.3 
CPOX              16.5   22.3   26.3   31.5   27.6 
GPR15             29.4   36.4   35.0   37.5   22.2 
ST3GAL6           27.8   10.8    3.1    0.3    0.0 
DCBLD2            45.9   30.4   17.6    4.2    0.2 
COL8A1           104.4  102.7  102.2   70.2   19.4 
CMSS1            177.1  221.5  288.4  274.0  192.2 
FILIP1L            5.4    3.6    1.9    0.5    0.0 
TBC1D23           18.8   20.1   21.7   18.6    8.7 
NIT2              37.8   28.8   26.8   13.9    2.3 
TOMM70            25.4   21.7   13.8    5.9    0.6 
LNP1              25.0    9.8    3.3    0.4    0.0 
TMEM45A           31.3   29.9   26.7   16.2    4.2 
ADGRG7            12.4    8.0    5.0    1.5    0.1 
TFG               20.3   37.5   51.1   91.9  156.1 
ABI3BP            11.0    8.6    5.2    2.0    0.2 
IMPG2              4.4    5.5    4.9    4.6    1.9 
SENP7             22.7   14.6    7.5    1.5    0.0 
TRMT10C            7.0    2.5    0.9    0.1    0.0 
PCNP              28.2   20.9   12.3    3.2    0.2 
ZBTB11            13.8   15.7   16.2   14.9    6.4 
RPL24             30.2   32.0   24.6   16.1    4.1 
CEP97             17.3   17.5   16.5    9.9    2.4 
NXPE3             59.5   68.5   75.9   70.7   36.8 
NFKBIZ             7.8    2.4    1.0    0.1    0.0 
ZPLD1             37.0   25.4   12.7    3.6    0.1 
ALCAM              2.6    2.7    2.8    1.6    0.5 
CBLB              10.9   14.5   18.1   22.1   20.1 
CCDC54            47.4   16.8    5.2    0.4    0.0 
BBX               72.5   83.3   75.4   42.4   12.4 
CD47              13.3    4.7    1.4    0.1    0.0 
IFT57              9.9   10.6    8.8    5.5    1.3 
HHLA2             12.8   11.5    9.4    5.0    0.7 
MYH15             22.8   30.9   38.2   41.5   36.4 
KIAA1524          16.0    9.8    6.1    1.6    0.1 
AC069499.1        24.5   28.8   36.1   37.5   28.6 
DZIP3             13.3   10.7    8.5    3.4    0.4 
RETNLB             7.1    6.2    4.3    1.7    0.2 
TRAT1              9.4    6.1    3.9    1.0    0.0 
GUCA1C            10.8    8.9    6.3    2.2    0.2 
MORC1            101.1  129.5  176.7  231.0  250.8 
FLJ22763          84.9   64.5   48.7   16.8    1.4 
DPPA2             26.9   25.9   24.8   16.0    5.1 
DPPA4             10.3    7.5    4.8    1.5    0.1 
NECTIN3            6.1    5.1    4.5    2.2    0.4 
CD96              26.5   16.5    9.2    1.9    0.1 
ZBED2              4.9    2.1    0.8    0.1    0.0 
PLCXD2             2.3    1.5    0.8    0.2    0.0 
PHLDB2           324.4  463.2  659.6  921.5 1297.8 
ABHD10             7.3   10.2   14.0   14.1   14.0 
TAGLN3            15.0   16.6   18.2   12.0    4.3 
TMPRSS7           27.5   12.2    4.2    0.5    0.0 
C3orf52           37.3   39.9   41.8   37.2   18.0 
GCSAM              3.8    2.0    1.0    0.2    0.0 
SLC9C1             5.1    3.4    1.6    0.3    0.0 
CD200              4.3    2.0    0.9    0.2    0.0 
BTLA               7.3    6.1    7.3    5.4    2.3 
ATG3               3.7    0.7    0.1    0.0    0.0 
SLC35A5           11.4   13.4   12.0    9.2    2.9 
CCDC80            17.8   14.2    9.1    3.4    0.3 
CD200R1L          55.2   53.8   48.7   26.5    5.1 
CD200R1           74.4  102.3  118.7  146.9  111.9 
GTPBP8            33.4   33.2   32.9   21.1    6.3 
NEPRO             13.7    6.7    3.3    0.7    0.0 
BOC               71.9   57.8   33.3   10.6    0.8 
CFAP44             4.5    1.8    0.8    0.1    0.0 
AC026348.1        45.2   12.6    2.9    0.1    0.0 
SPICE1             9.8    6.0    3.3    0.7    0.0 
SIDT1              7.9    4.9    2.6    0.6    0.0 
USF3              31.0   49.2   65.0   89.0  130.0 
NAA50             10.5    7.5    4.3    1.3    0.1 
ATP6V1A           98.8  143.1  191.2  265.8  268.1 
GRAMD1C           29.3   38.1   34.0   28.5   10.8 
ZDHHC23          212.9  185.0  157.2   77.3   12.2 
CCDC191           13.1    9.6    7.2    3.4    0.4 
QTRT2             13.3    7.7    3.5    0.6    0.0 
DRD3               6.3    2.0    0.5    0.0    0.0 
ZNF80             15.7   11.1    5.8    1.7    0.1 
TIGIT            108.9  153.2  189.3  191.7  128.6 
ZBTB20           227.2  309.1  381.4  433.6  339.0 
AC069063.1         8.1    5.7    3.7    1.1    0.1 
AC069063.2        44.4   63.7   69.3   83.5   63.4 
GAP43             16.8   19.5   20.0   17.7    8.5 
LSAMP             67.7   29.9   13.3    1.9    0.0 
IGSF11            53.4   43.4   30.0   11.2    0.9 
C3orf30           11.1   10.3    6.3    2.5    0.2 
RP11-484M3.5      32.8   32.0   33.2   23.2    6.8 
UPK1B             12.8   13.2   13.8   10.8    4.7 
B4GALT4           44.9   47.0   39.9   23.0    5.4 
ARHGAP31          41.2   32.0   23.0    8.0    0.8 
TMEM39A           62.6  100.6  155.9  311.1  640.5 
POGLUT1          212.0  279.5  399.6  537.9  590.4 
TIMMDC1           60.8   25.1    9.1    1.0    0.0 
CD80              20.3   24.6   26.7   20.8   10.8 
ADPRH             13.7   13.6   11.8    5.9    1.3 
PLA1A             12.4   15.8   15.6   15.4    7.6 
POPDC2            12.9   12.6   11.4    6.8    1.8 
COX17              7.4    3.6    1.9    0.4    0.0 
MAATS1           130.1  100.7   80.4   33.2    3.8 
NR1I2              6.0    3.6    1.9    0.4    0.0 
GSK3B             62.0   70.8   73.4   65.2   29.7 
GPR156            41.7   25.6   12.8    2.7    0.1 
LRRC58           164.0  221.4  257.3  253.1  148.3 
FSTL1            103.3   99.7   78.5   42.5    7.6 
NDUFB4            28.8   25.7   19.5   10.2    2.0 
HGD               30.7   40.7   51.4   43.2   23.2 
RABL3             12.1   13.6   11.3    8.6    2.2 
GTF2E1            47.0   17.6    7.6    0.7    0.0 
STXBP5L            4.5    2.2    1.0    0.2    0.0 
POLQ               6.4    1.3    0.2    0.0    0.0 
ARGFX             20.8   11.3    5.4    1.0    0.0 
FBXO40             5.5    5.3    4.9    3.4    0.6 
HCLS1            117.6  112.7  112.6   69.6   21.4 
GOLGB1            23.8   27.7   30.6   26.5   12.9 
IQCB1             10.9    6.1    3.0    0.6    0.0 
EAF2              33.8   31.9   25.7   16.8    3.0 
SLC15A2            9.1    4.9    2.0    0.3    0.0 
ILDR1             24.1   23.9   20.3   11.7    2.8 
CD86              13.3    6.2    2.2    0.3    0.0 
CASR               7.4    8.0    8.8    7.4    3.0 
CSTA              61.3   46.9   39.0   15.9    1.6 
CCDC58            87.0  114.9  151.9  190.6  161.5 
FAM162A          100.6   92.6   74.4   39.8    7.3 
WDR5B              5.6    8.5   13.1   20.6   29.3 
KPNA1            200.5  230.5  261.8  243.2  127.1 
PARP9             10.1    9.9    8.6    5.0    1.0 
DTX3L              6.6    4.9    2.9    1.2    0.1 
PARP15            30.8   30.7   28.8   21.6    6.5 
PARP14            32.7   15.4    7.3    1.1    0.0 
HSPBAP1           94.2   45.1   22.2    3.6    0.1 
DIRC2             11.1    5.0    1.8    0.3    0.0 
SEMA5B             2.5    0.4    0.1    0.0    0.0 
PDIA5             18.6   27.8   30.3   27.9   15.9 
SEC22A            91.8   54.1   30.3    6.4    0.2 
ADCY5             41.4   39.6   34.6   15.7    2.4 
HACD2              4.1    4.3    4.4    2.4    0.7 
MYLK               5.4    2.7    1.5    0.3    0.0 
CCDC14            62.1   59.9   51.4   27.8    5.5 
ROPN1              9.6    6.7    3.8    1.0    0.1 
KALRN             32.5   24.7   15.2    5.1    0.3 
UMPS              11.9    5.1    1.9    0.2    0.0 
ITGB5             52.3   39.7   27.3    8.7    0.7 
MUC13             79.1   53.9   27.4    7.8    0.4 
HEG1              36.8   24.7   15.7    3.9    0.2 
SLC12A8           48.7   63.9   61.4   76.9   43.7 
ZNF148           135.5  170.0  171.1  171.2   86.0 
SNX4              16.9    7.2    2.5    0.3    0.0 
OSBPL11           38.4   44.4   51.3   51.2   26.5 
ALG1L              7.5    6.0    4.4    1.8    0.2 
ROPN1B           272.0  367.4  411.8  448.2  321.1 
SLC41A3           43.5   32.5   28.9   14.0    2.2 
ALDH1L1            9.1    4.8    2.2    0.5    0.0 
KLF15              3.5    4.0    4.0    3.0    1.4 
CFAP100           18.2   10.1    5.3    1.1    0.0 
ZXDC               2.9    2.1    1.3    0.3    0.0 
UROC1             56.9   46.5   35.8   21.0    3.5 
CHST13            26.6    9.3    3.9    0.4    0.0 
C3orf22            4.8    2.2    0.9    0.1    0.0 
TXNRD3NB          13.5   13.2   13.2    7.3    2.1 
TXNRD3            13.8    7.8    3.6    0.6    0.0 
CHCHD6            43.3    5.8    0.8    0.0    0.0 
PLXNA1            13.0    8.8    5.4    1.8    0.1 
TPRA1             27.9   11.6    4.8    0.5    0.0 
MCM2             127.4  158.0  184.5  191.8  142.8 
PODXL2            52.6   77.9  107.0  151.2  178.1 
ABTB1             16.5    9.9    4.7    1.2    0.0 
MGLL              21.2    6.7    2.0    0.2    0.0 
KBTBD12           32.8   16.3    9.9    2.3    0.1 
SEC61A1          117.3  129.3  143.2  132.2   59.4 
RUVBL1             7.4    3.2    1.2    0.1    0.0 
EEFSEC            96.9  123.8  134.6  127.2   67.0 
DNAJB8             4.1    1.4    0.5    0.0    0.0 
GATA2             17.0   12.0    8.8    3.9    0.4 
RPN1              11.5   13.4   13.2   12.2    5.8 
RAB7A             75.7   52.8   37.6   11.2    0.6 
ACAD9             53.8   16.9    7.1    0.6    0.0 
KIAA1257          20.2   11.0    4.7    0.9    0.0 
RP11-723O4.6      96.3   79.4   53.5   19.2    1.5 
EFCC1              5.6    1.9    0.6    0.0    0.0 
GP9               31.1   30.9   25.9   14.9    3.0 
RAB43             37.9   39.2   39.3   20.3    5.2 
ISY1-RAB43        62.5   38.1   24.8    6.2    0.3 
ISY1             221.1  253.3  335.6  325.9  228.0 
CNBP              11.5   12.1   12.6   10.8    3.9 
COPG1             19.3   15.0   10.9    4.3    0.5 
HMCES             24.2   14.7    8.0    2.1    0.1 
H1FX               9.9   11.7   11.3    9.9    3.8 
EFCAB12           52.3   61.5   73.8   62.3   38.6 
MBD4              24.3    6.9    2.3    0.2    0.0 
IFT122             2.5    0.3    0.0    0.0    0.0 
RHO               11.0    8.9    6.3    2.1    0.2 
H1FOO             20.4   22.1   27.4   24.1   13.5 
PLXND1            21.0   16.4   12.4    6.6    0.8 
TMCC1              9.5    4.5    1.9    0.3    0.0 
TRH               23.5   13.5    6.6    1.3    0.0 
ALG1L2            12.2   10.6    9.6    5.4    1.2 
COL6A5            41.2   17.3    8.0    1.2    0.0 
COL6A6            19.8   10.9    4.9    0.8    0.0 
PIK3R4            97.4   98.3   89.5   57.0   11.6 
ATP2C1            12.4    5.0    2.0    0.2    0.0 
AC055733.1        30.5   13.3    4.9    0.6    0.0 
ASTE1             11.5    8.0    4.8    1.4    0.1 
NEK11             26.0   30.5   27.0   22.7    8.6 
NUDT16             7.1    4.1    2.6    0.6    0.0 
MRPL3             37.5   26.0   18.6    5.7    0.4 
CPNE4             15.7   12.3    8.5    3.3    0.2 
ACPP              33.5   12.1    3.8    0.4    0.0 
DNAJC13            9.3    6.5    3.9    1.6    0.1 
ACAD11            28.1   33.8   41.0   38.2   26.3 
NPHP3-ACAD11      27.3   30.3   29.9   19.5    6.3 
ACKR4              8.3    4.7    2.1    0.5    0.0 
UBA5              12.8   12.0    9.8    5.5    1.1 
NPHP3             92.0  131.0  157.1  207.2  130.0 
TMEM108           35.2   20.1    9.6    2.1    0.0 
BFSP2             52.9   53.2   43.3   22.5    4.2 
CDV3              38.9   46.8   43.9   35.1   18.0 
TOPBP1            39.5   52.2   66.9   86.9   91.2 
TF                72.1   46.4   26.8    7.2    0.3 
SRPRB             12.5    2.3    0.4    0.0    0.0 
RAB6B              2.9    3.3    4.1    3.8    2.1 
C3orf36            7.8    6.8    4.0    1.2    0.1 
SLCO2A1           17.5   25.1   24.8   29.0   21.1 
RYK               73.7   63.3   36.0   11.1    0.8 
AMOTL2            47.8   64.8   64.3   53.9   27.4 
ANAPC13           44.8   14.8    3.7    0.2    0.0 
CEP63             25.9   16.3   10.3    2.6    0.1 
EPHB1             32.6   47.2   53.8   56.0   37.1 
KY                14.7   21.0   22.1   23.8   13.3 
PPP2R3A           27.3   17.4   10.8    2.9    0.1 
MSL2              57.4   80.8   86.8  126.4  134.9 
PCCB               4.7    4.2    3.9    2.0    0.4 
STAG1             50.9   50.1   44.7   26.4    5.7 
SLC35G2          109.4   91.9   56.4   19.0    1.5 
NCK1              38.9   50.1   42.6   34.8   13.3 
IL20RB            46.4   70.9   86.4  107.7  126.1 
SOX14            496.2  516.3  560.5  397.7  143.6 
CLDN18            21.8   20.3   14.9    6.9    1.1 
DZIP1L            43.4   47.9   43.2   31.8   10.9 
A4GNT              5.4    4.5    3.2    1.6    0.2 
DBR1              13.8    9.4    5.7    1.3    0.0 
ARMC8             18.3   20.1   17.6   10.7    2.8 
NME9              22.7   23.1   19.4   12.7    2.6 
MRAS             148.8  119.0   81.4   26.4    2.2 
ESYT3             97.9  102.8  109.0   73.9   23.3 
CEP70             12.2    1.8    0.3    0.0    0.0 
FAIM              15.6   17.2   16.9   11.6    4.1 
PIK3CB             8.2    3.2    1.0    0.1    0.0 
FOXL2             78.0  100.5  118.4  128.9   78.8 
FOXL2NB           15.8   12.2    9.2    3.9    0.4 
PRR23A            10.0    2.8    0.7    0.0    0.0 
MRPS22            25.7   28.4   28.8   22.4    7.4 
PRR23B            12.7   12.8   12.8    9.3    3.2 
PRR23C            16.3    8.3    3.5    0.6    0.0 
COPB2             52.9   74.9   83.5   94.4   59.6 
RBP2              50.7   56.3   46.1   26.7    7.3 
RBP1             163.4  255.8  357.8  586.3  952.2 
NMNAT3            12.2   10.8    6.6    2.2    0.2 
CLSTN2            11.4    6.6    3.4    0.7    0.0 
TRIM42            29.2   16.9    7.3    1.4    0.0 
SLC25A36           5.4    5.1    4.7    2.5    0.5 
